,phrase,label,sentiment,subjectivity,language,count
"about 50,000","about 50,000",CARDINAL,,,en,1.0
their first few weeks,their first few weeks,DATE,,,en,1.0
five hours,five hours,TIME,,,en,1.0
April 2020,April 2020,DATE,,,en,1.0
Fourteen million,Fourteen million,CARDINAL,,,en,1.0
last July’s,last July’s,DATE,,,en,1.0
Homeland Security Investigations,Homeland Security Investigations,WORK_OF_ART,,,en,1.0
Cape Town,Cape Town,PRODUCT,0.00791139240506329,0.04483122362869198,en,1.0
areaX,areaX,NORP,,,en,1.0
+2453 chars,+2453 chars,WORK_OF_ART,,,en,1.0
about 14 inches,about 14 inches,QUANTITY,,,en,1.0
"96,000","96,000",CARDINAL,,,en,1.0
17th,17th,ORDINAL,,,en,1.0
30 to 50 mm,30 to 50 mm,QUANTITY,,,en,1.0
Four decades,Four decades,DATE,,,en,1.0
42 percent,42 percent,PERCENT,,,en,1.0
More than 56 million,More than 56 million,CARDINAL,,,en,1.0
"April 29, 2026","April 29, 2026",DATE,,,en,1.0
850 kilometres,850 kilometres,QUANTITY,,,en,1.0
£6 ',£6 ',MONEY,,,en,1.0
the next decade,the next decade,DATE,,,en,1.0
Labubu,Labubu,NORP,,,en,1.0
2026 rainy season,2026 rainy season,DATE,,,en,1.0
"April 29, 2026
 ","April 29, 2026
 ",DATE,,,en,1.0
CHINESE,CHINESE,NORP,,,en,1.0
184,184,CARDINAL,,,en,1.0
the San Diego River Park Foundation,the San Diego River Park Foundation,FAC,,,en,1.0
every month,every month,DATE,,,en,1.0
mid-July 2024,mid-July 2024,DATE,,,en,1.0
about $1 billion,about $1 billion,MONEY,,,en,1.0
the Hottest Year,the Hottest Year,DATE,,,en,1.0
"April 30, 2026","April 30, 2026",DATE,,,en,1.0
this summer | CNN,this summer | CNN,DATE,,,en,1.0
the end of May,the end of May,DATE,,,en,1.0
10k,10k,CARDINAL,,,en,1.0
"the July 4, 2025 flooding","the July 4, 2025 flooding",EVENT,,,en,1.0
+1158 chars,+1158 chars,WORK_OF_ART,,,en,1.0
Hurricane Season Nears,Hurricane Season Nears,EVENT,,,en,1.0
May 15,May 15,DATE,,,en,1.0
Game of Thrones,Game of Thrones,EVENT,,,en,1.0
last winter,last winter,DATE,,,en,1.0
more than three and a half,more than three and a half,CARDINAL,,,en,1.0
42 hours,42 hours,TIME,,,en,1.0
200250mm,200250mm,QUANTITY,,,en,1.0
less than three weeks,less than three weeks,DATE,,,en,1.0
East Asian,East Asian,NORP,,,en,1.0
44994511,44994511,DATE,,,en,1.0
Lagos Road,Lagos Road,FAC,,,en,1.0
"fewer than 5,000","fewer than 5,000",CARDINAL,,,en,1.0
the past 48 years,the past 48 years,DATE,,,en,1.0
Tomline,Tomline,NORP,,,en,1.0
Fallas Festival,Fallas Festival,EVENT,,,en,1.0
Butterfly Gathering,Butterfly Gathering,WORK_OF_ART,,,en,1.0
decades-old,decades-old,DATE,,,en,1.0
a tumultuous month,a tumultuous month,DATE,,,en,1.0
$7.5 Million,$7.5 Million,MONEY,,,en,1.0
"May 19, 2026","May 19, 2026",DATE,,,en,1.0
$630 Billion,$630 Billion,MONEY,,,en,1.0
the next 80 years,the next 80 years,DATE,,,en,1.0
the past five days,the past five days,DATE,,,en,1.0
620 miles,620 miles,QUANTITY,,,en,1.0
the Merrepen Arts Centre,the Merrepen Arts Centre,FAC,,,en,1.0
"more than 1,000km","more than 1,000km",QUANTITY,,,en,1.0
147mm,147mm,QUANTITY,,,en,1.0
Friday last week,Friday last week,DATE,,,en,1.0
the Greerton Marist Rugby,the Greerton Marist Rugby,FAC,,,en,1.0
About 400,About 400,CARDINAL,,,en,1.0
More than 52 million,More than 52 million,CARDINAL,,,en,1.0
Erminio,Erminio,FAC,,,en,1.0
+6737 chars,+6737 chars,WORK_OF_ART,,,en,1.0
250mm,250mm,QUANTITY,,,en,1.0
+3031 chars],+3031 chars],WORK_OF_ART,,,en,1.0
only 3 weeks,only 3 weeks,DATE,,,en,1.0
daylight hours,daylight hours,TIME,,,en,1.0
as much as 50,as much as 50,CARDINAL,,,en,1.0
127cm,127cm,QUANTITY,,,en,1.0
"over 7,000","over 7,000",CARDINAL,,,en,1.0
Mar 22,Mar 22,DATE,,,en,1.0
We’re Safe,We’re Safe,WORK_OF_ART,,,en,1.0
Greenford Tube,Greenford Tube,FAC,,,en,1.0
The Worst I Seen It,The Worst I Seen It,WORK_OF_ART,,,en,1.0
About 400 years ago,About 400 years ago,DATE,,,en,1.0
more than 200mm,more than 200mm,QUANTITY,,,en,1.0
+80,+80,CARDINAL,,,en,1.0
"NewsFeed
","NewsFeed
",PRODUCT,,,en,1.0
Glent,Glent,WORK_OF_ART,,,en,1.0
"LaGuardia Airport
","LaGuardia Airport
",FAC,,,en,1.0
the NSW Mis North Coast,the NSW Mis North Coast,FAC,,,en,1.0
Williamnagar,Williamnagar,NORP,0.026315789473684206,0.40350877192982454,en,1.0
"about 920,000 miles","about 920,000 miles",QUANTITY,,,en,1.0
These past weeks,These past weeks,DATE,,,en,1.0
thousands of dollars,thousands of dollars,MONEY,,,en,1.0
"over $9,000","over $9,000",MONEY,,,en,1.0
a minute,a minute,TIME,,,en,1.0
Wisteria Lane,Wisteria Lane,FAC,,,en,1.0
IRL,IRL,PRODUCT,,,en,1.0
Englands,Englands,NORP,,,en,1.0
Monday 23rd March,Monday 23rd March,DATE,,,en,1.0
up to 4 feet,up to 4 feet,QUANTITY,,,en,1.0
Monday afternoon,Monday afternoon,TIME,,,en,1.0
Millions of miles,Millions of miles,QUANTITY,,,en,1.0
These days,These days,DATE,,,en,1.0
the “Stinky Fire,the “Stinky Fire,PRODUCT,,,en,1.0
+12,+12,NORP,,,en,1.0
50 km,50 km,QUANTITY,,,en,1.0
+2370 chars,+2370 chars,WORK_OF_ART,,,en,1.0
Kwara bridge,Kwara bridge,FAC,,,en,1.0
Beacon,Beacon,PRODUCT,,,en,1.0
up to 175 mph,up to 175 mph,QUANTITY,,,en,1.0
"august 2nd, 2026","august 2nd, 2026",DATE,,,en,1.0
"April 14th to August 2nd, 2026","April 14th to August 2nd, 2026",DATE,,,en,1.0
more than 500 kilometres,more than 500 kilometres,QUANTITY,,,en,1.0
Summer Season,Summer Season,DATE,,,en,1.0
100 kilometres,100 kilometres,QUANTITY,,,en,1.0
"April 18, 2016","April 18, 2016",DATE,,,en,1.0
Ten years ago,Ten years ago,DATE,,,en,1.0
the Lobito Railway Corridor,the Lobito Railway Corridor,FAC,,,en,1.0
May long weekend,May long weekend,DATE,,,en,1.0
+6917 chars,+6917 chars,WORK_OF_ART,,,en,1.0
two m,two m,QUANTITY,,,en,1.0
wet months,wet months,DATE,,,en,1.0
an estimated £10 billion,an estimated £10 billion,MONEY,,,en,1.0
"Almost 62,000","Almost 62,000",CARDINAL,,,en,1.0
Wednesday 15 April,Wednesday 15 April,DATE,,,en,1.0
+4521 chars,+4521 chars,WORK_OF_ART,,,en,1.0
"Facility Overview
","Facility Overview
",EVENT,,,en,1.0
Intelligent Flood Readiness,Intelligent Flood Readiness,PRODUCT,,,en,1.0
AI)-powered,AI)-powered,CARDINAL,,,en,1.0
"more than 40,000","more than 40,000",CARDINAL,,,en,1.0
A Knight of the Seven Kingdoms,A Knight of the Seven Kingdoms,WORK_OF_ART,,,en,1.0
"60,000","60,000",MONEY,,,en,1.0
+6094,+6094,NORP,,,en,1.0
Milwaukee Flood Warning:,Milwaukee Flood Warning:,WORK_OF_ART,,,en,1.0
Shuts Freeways,Shuts Freeways,FAC,,,en,1.0
a third day in a row,a third day in a row,DATE,,,en,1.0
"May 14, 2026 /PRNewswire/","May 14, 2026 /PRNewswire/",DATE,,,en,1.0
Tues,Tues,DATE,,,en,1.0
238%,238%,PERCENT,,,en,1.0
28929,28929,DATE,,,en,1.0
300%,300%,PERCENT,,,en,1.0
Israelis,Israelis,NORP,,,en,1.0
1967,1967,DATE,,,en,1.0
May 14,May 14,DATE,,,en,1.0
1984,1984,DATE,,,en,1.0
D.,D.,NORP,,,en,1.0
$1.5 trillion,$1.5 trillion,MONEY,,,en,1.0
$1.5 tril,$1.5 tril,MONEY,,,en,1.0
Only two,Only two,CARDINAL,,,en,1.0
"April 4, 2026","April 4, 2026",DATE,,,en,1.0
04/06/2026 - 03:00 AM,04/06/2026 - 03:00 AM,TIME,,,en,1.0
https://punchng.com/flooding-kills-three-in-russia/,https://punchng.com/flooding-kills-three-in-russia/,CARDINAL,,,en,1.0
Keralas road,Keralas road,FAC,,,en,1.0
Nakba,Nakba,NORP,,,en,1.0
"April 8, 2026","April 8, 2026",DATE,,,en,1.0
Aquaman Cheats Death,Aquaman Cheats Death,WORK_OF_ART,,,en,1.0
between May and July of 2026,between May and July of 2026,DATE,,,en,1.0
20 years - CNN,20 years - CNN,DATE,,,en,1.0
Kwara State,Kwara State,FAC,0.05263157894736842,0.17543859649122806,en,1.0
"More than 3,700","More than 3,700",CARDINAL,,,en,1.0
"57,376","57,376",CARDINAL,,,en,1.0
9 April 2026,9 April 2026,DATE,,,en,1.0
Artemis,Artemis,PRODUCT,,,en,1.0
Artemis II,Artemis II,FAC,,,en,1.0
mans,mans,NORP,,,en,1.0
White House,White House,FAC,,,en,1.0
Sri Lankans,Sri Lankans,NORP,,,en,1.0
The Iran war,The Iran war,EVENT,,,en,1.0
2004,2004,DATE,,,en,1.0
32-Foot,32-Foot,CARDINAL,,,en,1.0
71,71,DATE,,,en,1.0
Winter Storm Uri,Winter Storm Uri,WORK_OF_ART,,,en,1.0
12 December 2025,12 December 2025,DATE,,,en,1.0
$2m,$2m,MONEY,,,en,1.0
a metre,a metre,QUANTITY,,,en,1.0
Instagram,Instagram,WORK_OF_ART,,,en,1.0
two metres,two metres,QUANTITY,,,en,1.0
mid-October,mid-October,DATE,,,en,1.0
Fresh Plaza,Fresh Plaza,FAC,,,en,1.0
20% to 40%,20% to 40%,PERCENT,,,en,1.0
9 year-old,9 year-old,DATE,,,en,1.0
16 months,16 months,DATE,,,en,1.0
+4124 chars],+4124 chars],WORK_OF_ART,,,en,1.0
30 December 2025,30 December 2025,DATE,,,en,1.0
An additional 23,An additional 23,CARDINAL,,,en,1.0
between $1,between $1,MONEY,,,en,1.0
modern-day,modern-day,DATE,,,en,1.0
Ajah,Ajah,NORP,0.0,0.0,en,1.0
the dreary summer,the dreary summer,DATE,,,en,1.0
"93,878","93,878",CARDINAL,,,en,1.0
the first weekend,the first weekend,DATE,,,en,1.0
a busy night,a busy night,TIME,,,en,1.0
San Diegans,San Diegans,NORP,,,en,1.0
$5 trillion,$5 trillion,MONEY,,,en,1.0
1 billion,1 billion,CARDINAL,,,en,1.0
Kaduna South Local Government Area,Kaduna South Local Government Area,FAC,,,en,1.0
100 mm,100 mm,QUANTITY,,,en,1.0
One-hour,One-hour,TIME,,,en,1.0
nearly 40 kilometres,nearly 40 kilometres,QUANTITY,,,en,1.0
"18,000 acres","18,000 acres",QUANTITY,,,en,1.0
"More than 1,170","More than 1,170",CARDINAL,,,en,1.0
Manado:,Manado:,WORK_OF_ART,,,en,1.0
King Tides,King Tides,WORK_OF_ART,,,en,1.0
All day,All day,DATE,,,en,1.0
Lagosians,Lagosians,NORP,,,en,1.0
+1203,+1203,NORP,,,en,1.0
Twenty years ago,Twenty years ago,DATE,,,en,1.0
the Twin Towers,the Twin Towers,FAC,,,en,1.0
1 July 2026,1 July 2026,DATE,,,en,1.0
Over 200mm,Over 200mm,QUANTITY,,,en,1.0
3 months,3 months,DATE,,,en,1.0
Gregory Highway,Gregory Highway,FAC,,,en,1.0
220 million pounds,220 million pounds,QUANTITY,,,en,1.0
487,487,CARDINAL,,,en,1.0
the past 15 years,the past 15 years,DATE,,,en,1.0
110 years,110 years,DATE,,,en,1.0
"Dec. 16, 2025","Dec. 16, 2025",DATE,,,en,1.0
Spains Guardia Civil,Spains Guardia Civil,FAC,,,en,1.0
the last six years,the last six years,DATE,,,en,1.0
1775,1775,DATE,,,en,1.0
Cl,Cl,LAW,,,en,1.0
90 percent,90 percent,PERCENT,,,en,1.0
Several hours,Several hours,TIME,,,en,1.0
5:32 PM,5:32 PM,TIME,,,en,1.0
Pale,Pale,PRODUCT,,,en,1.0
the 600 miles,the 600 miles,QUANTITY,,,en,1.0
Mumbai International Airport,Mumbai International Airport,FAC,,,en,1.0
a second consecutive year,a second consecutive year,DATE,,,en,1.0
+6619 chars,+6619 chars,WORK_OF_ART,,,en,1.0
a single night,a single night,TIME,,,en,1.0
more than two years ago,more than two years ago,DATE,,,en,1.0
Haida,Haida,NORP,,,en,1.0
new year,new year,EVENT,,,en,1.0
the Murtala Muhammed International Airport,the Murtala Muhammed International Airport,FAC,,,en,1.0
July to September,July to September,DATE,,,en,1.0
October 2001,October 2001,DATE,,,en,1.0
The new year,The new year,DATE,,,en,1.0
"up to $1,000","up to $1,000",MONEY,,,en,1.0
the Bay Are,the Bay Are,FAC,,,en,1.0
6°C</li></ul,6°C</li></ul,QUANTITY,,,en,1.0
+1504,+1504,NORP,,,en,1.0
Up to 200 mm,Up to 200 mm,QUANTITY,,,en,1.0
The Bear,The Bear,WORK_OF_ART,,,en,1.0
the 24 hours ending Wednesday morning,the 24 hours ending Wednesday morning,TIME,,,en,1.0
This coming week,This coming week,DATE,,,en,1.0
up to 40C,up to 40C,CARDINAL,,,en,1.0
Heathrow Airport,Heathrow Airport,FAC,,,en,1.0
roughly 15 kilometres,roughly 15 kilometres,QUANTITY,,,en,1.0
+1970 chars,+1970 chars,WORK_OF_ART,,,en,1.0
nearly 26 years,nearly 26 years,DATE,,,en,1.0
This 1940s,This 1940s,DATE,,,en,1.0
the Oke-Afa/Magboro Road,the Oke-Afa/Magboro Road,FAC,,,en,1.0
the Obafemi-Owode Local Government Area of Ogun State,the Obafemi-Owode Local Government Area of Ogun State,FAC,,,en,1.0
the closing minutes,the closing minutes,TIME,,,en,1.0
Jan 13,Jan 13,DATE,,,en,1.0
8 pm ET,8 pm ET,TIME,,,en,1.0
The FIFA World Cup,The FIFA World Cup,EVENT,,,en,1.0
Letter Campaign,Letter Campaign,WORK_OF_ART,,,en,1.0
Venezuelan American,Venezuelan American,NORP,,,en,1.0
just six months,just six months,DATE,,,en,1.0
six months earlier,six months earlier,DATE,,,en,1.0
80km,80km,QUANTITY,,,en,1.0
80 kilometres,80 kilometres,QUANTITY,,,en,1.0
likely fourth consecutive year,likely fourth consecutive year,DATE,,,en,1.0
"Nov. 14, 2023","Nov. 14, 2023",DATE,,,en,1.0
192 beats per minute,192 beats per minute,QUANTITY,,,en,1.0
"May 1, 2026","May 1, 2026",DATE,,,en,1.0
Ganges,Ganges,PRODUCT,,,en,1.0
more than 80%,more than 80%,PERCENT,,,en,1.0
"15,649","15,649",CARDINAL,,,en,1.0
a week of winter,a week of winter,DATE,,,en,1.0
Jan 11,Jan 11,DATE,,,en,1.0
Marc Street,Marc Street,FAC,,,en,1.0
+5141,+5141,NORP,,,en,1.0
KOTA KINABALU:,KOTA KINABALU:,WORK_OF_ART,,,en,1.0
late Friday,late Friday,DATE,,,en,1.0
+4469 chars,+4469 chars,WORK_OF_ART,,,en,1.0
Hurricane Devastation,Hurricane Devastation,EVENT,,,en,1.0
2.4 metres,2.4 metres,QUANTITY,,,en,1.0
Typhoon Mekkhala pound,Typhoon Mekkhala pound,FAC,,,en,1.0
more than 700 miles,more than 700 miles,QUANTITY,,,en,1.0
over 700 miles,over 700 miles,QUANTITY,,,en,1.0
Mission Gorge Road,Mission Gorge Road,FAC,,,en,1.0
26th,26th,ORDINAL,,,en,1.0
26 today,26 today,TIME,,,en,1.0
nearly one year,nearly one year,DATE,,,en,1.0
A week of sunny,A week of sunny,DATE,,,en,1.0
$15M,$15M,MONEY,,,en,1.0
the No Surprises Act,the No Surprises Act,LAW,,,en,1.0
Over 500,Over 500,CARDINAL,,,en,1.0
SAVE America Act,SAVE America Act,LAW,,,en,1.0
2025 season,2025 season,DATE,,,en,1.0
the late Thursday,the late Thursday,DATE,,,en,1.0
Jan 8),Jan 8),DATE,,,en,1.0
Haida Indian,Haida Indian,NORP,,,en,1.0
Raging Fire,Raging Fire,FAC,,,en,1.0
"January 1, 2026","January 1, 2026",DATE,,,en,1.0
New Year’s Day,New Year’s Day,EVENT,,,en,1.0
6:30 a.m.,6:30 a.m.,TIME,,,en,1.0
+5668 chars,+5668 chars,WORK_OF_ART,,,en,1.0
the afternoon and evening,the afternoon and evening,TIME,,,en,1.0
more than 8 million,more than 8 million,CARDINAL,,,en,1.0
early last year,early last year,DATE,,,en,1.0
Tianwu,Tianwu,NORP,,,en,1.0
Badagry Expressway,Badagry Expressway,FAC,,,en,1.0
Thailands,Thailands,NORP,,,en,1.0
Flash Flood Warning,Flash Flood Warning,WORK_OF_ART,,,en,1.0
4.19-metre high tide,4.19-metre high tide,PRODUCT,,,en,1.0
Dec 16,Dec 16,DATE,,,en,1.0
40bn,40bn,MONEY,,,en,1.0
Gaza war,Gaza war,EVENT,,,en,1.0
the beginning of this month,the beginning of this month,DATE,,,en,1.0
"Alpha Trade
","Alpha Trade
",PRODUCT,,,en,1.0
min,min,CARDINAL,,,en,1.0
SR 410,SR 410,PRODUCT,,,en,1.0
Revie,Revie,PRODUCT,,,en,1.0
+20197 chars,+20197 chars,WORK_OF_ART,,,en,1.0
December 17,December 17,DATE,,,en,1.0
"1,100","1,100",CARDINAL,,,en,1.0
at least hundreds,at least hundreds,CARDINAL,,,en,1.0
the North-Cen,the North-Cen,FAC,,,en,1.0
At least 7,At least 7,CARDINAL,,,en,1.0
Cloud 11 Creative Park / Snøhetta,Cloud 11 Creative Park / Snøhetta,EVENT,,,en,1.0
Dec. 18,Dec. 18,DATE,,,en,1.0
this Thursday,this Thursday,DATE,,,en,1.0
Oct. 13,Oct. 13,DATE,,,en,1.0
above 40 mph,above 40 mph,QUANTITY,,,en,1.0
around an inch,around an inch,QUANTITY,,,en,1.0
July 01 2026,July 01 2026,DATE,,,en,1.0
British Columbians,British Columbians,NORP,,,en,1.0
the last 10 days,the last 10 days,DATE,,,en,1.0
four feet,four feet,QUANTITY,,,en,1.0
N6.8bn,N6.8bn,NORP,,,en,1.0
the 2026 fiscal year,the 2026 fiscal year,DATE,,,en,1.0
"Sunday, December 14, 2025","Sunday, December 14, 2025",DATE,,,en,1.0
1977,1977,DATE,,,en,1.0
2025-12-16,2025-12-16,DATE,,,en,1.0
+3302 chars,+3302 chars,WORK_OF_ART,,,en,1.0
Whychus Creek,Whychus Creek,FAC,,,en,1.0
2:10:32 PM PST,2:10:32 PM PST,TIME,,,en,1.0
The End of an Era,The End of an Era,WORK_OF_ART,,,en,1.0
two-year-long,two-year-long,DATE,,,en,1.0
the Royal Johannes,the Royal Johannes,FAC,,,en,1.0
Sixty million,Sixty million,CARDINAL,,,en,1.0
"Friday, Dec. 12","Friday, Dec. 12",DATE,,,en,1.0
between 4 a.m. and 10 a.m.,between 4 a.m. and 10 a.m.,TIME,,,en,1.0
about two feet,about two feet,QUANTITY,,,en,1.0
Dec. 13—Another,Dec. 13—Another,DATE,,,en,1.0
Dec. 13Another,Dec. 13Another,DATE,,,en,1.0
9 inches,9 inches,QUANTITY,,,en,1.0
547,547,CARDINAL,,,en,1.0
5th day,5th day,DATE,,,en,1.0
50-70mm,50-70mm,QUANTITY,,,en,1.0
110-130mm,110-130mm,QUANTITY,,,en,1.0
56 Inches,56 Inches,QUANTITY,,,en,1.0
An hour,An hour,TIME,,,en,1.0
Prabowo,Prabowo,NORP,,,en,1.0
over a decade,over a decade,DATE,,,en,1.0
"Monday, July 6","Monday, July 6",DATE,,,en,1.0
July 6,July 6,DATE,,,en,1.0
Just one hour,Just one hour,TIME,,,en,1.0
late in the night,late in the night,TIME,,,en,1.0
Oct. 11,Oct. 11,DATE,,,en,1.0
over centuries,over centuries,DATE,,,en,1.0
the centuries,the centuries,DATE,,,en,1.0
forci,forci,NORP,,,en,1.0
may last 12 weeks,may last 12 weeks,DATE,,,en,1.0
the next few hours,the next few hours,TIME,,,en,1.0
11:51 a.m.,11:51 a.m.,TIME,,,en,1.0
N4.885 billion,N4.885 billion,CARDINAL,,,en,1.0
FIFA World Cup 2026,FIFA World Cup 2026,EVENT,,,en,1.0
LeBreton Flats Park,LeBreton Flats Park,FAC,,,en,1.0
Christmas week,Christmas week,DATE,,,en,1.0
24 December 2025,24 December 2025,DATE,,,en,1.0
two-year-old,two-year-old,DATE,,,en,1.0
August 2021,August 2021,DATE,,,en,1.0
‌as,‌as,PERCENT,,,en,1.0
‌of,‌of,CARDINAL,,,en,1.0
Christmas Eve downpour,Christmas Eve downpour,DATE,,,en,1.0
"38,802","38,802",CARDINAL,,,en,1.0
Californian,Californian,NORP,,,en,1.0
the Pineapple Expr… Flash flood warnings were in effect in Los Angeles,the Pineapple Expr… Flash flood warnings were in effect in Los Angeles,WORK_OF_ART,,,en,1.0
"over 48,000","over 48,000",CARDINAL,,,en,1.0
W…,W…,NORP,,,en,1.0
DECEMBER 24,DECEMBER 24,DATE,,,en,1.0
"December 24, 2025","December 24, 2025",DATE,,,en,1.0
the Airport Fire in Orange County,the Airport Fire in Orange County,FAC,,,en,1.0
Centre,Centre,FAC,,,en,1.0
"Nearly 50,000","Nearly 50,000",CARDINAL,,,en,1.0
"about 5,000","about 5,000",CARDINAL,,,en,1.0
Dec 26).Driven,Dec 26).Driven,DATE,,,en,1.0
25.4cm,25.4cm,QUANTITY,,,en,1.0
Baywatch Teaser Trailer Has DC Fans Making the Same Stephen Amell Joke,Baywatch Teaser Trailer Has DC Fans Making the Same Stephen Amell Joke,WORK_OF_ART,,,en,1.0
a record nesting season,a record nesting season,DATE,,,en,1.0
the wettest Christmas season,the wettest Christmas season,DATE,,,en,1.0
54 years,54 years,DATE,,,en,1.0
mid-May,mid-May,DATE,,,en,1.0
May.,May.,DATE,-0.05,0.2,en,1.0
just three days,just three days,DATE,,,en,1.0
… Three days,… Three days,DATE,,,en,1.0
+1373 chars,+1373 chars,WORK_OF_ART,,,en,1.0
Nearly 60,Nearly 60,CARDINAL,,,en,1.0
the twenty-first century,the twenty-first century,DATE,,,en,1.0
+21823 chars,+21823 chars,WORK_OF_ART,,,en,1.0
JOHOR,JOHOR,NORP,0.12499999999999999,0.325,en,1.0
Dec 2…,Dec 2…,DATE,,,en,1.0
July 2024,July 2024,DATE,,,en,1.0
the last year and a half,the last year and a half,DATE,,,en,1.0
"2:56 PM
","2:56 PM
",TIME,,,en,1.0
about 300,about 300,CARDINAL,,,en,1.0
December 19,December 19,DATE,,,en,1.0
last 16,last 16,DATE,,,en,1.0
The final week of November,The final week of November,DATE,,,en,1.0
At least 1,At least 1,CARDINAL,,,en,1.0
Cisco Grove,Cisco Grove,FAC,,,en,1.0
60.5 mm,60.5 mm,QUANTITY,,,en,1.0
2026Image,2026Image,CARDINAL,,,en,1.0
1899,1899,DATE,,,en,1.0
the holidays this year,the holidays this year,DATE,,,en,1.0
Modern Mysteries,Modern Mysteries,WORK_OF_ART,,,en,1.0
Huta Godan,Huta Godan,FAC,,,en,1.0
30 years,30 years,DATE,,,en,1.0
the summer season,the summer season,DATE,,,en,1.0
30% to 50%,30% to 50%,PERCENT,,,en,1.0
the winter,the winter,DATE,,,en,1.0
last January's,last January's,DATE,,,en,1.0
Indonesian Catholics,Indonesian Catholics,NORP,,,en,1.0
+1398 chars,+1398 chars,WORK_OF_ART,,,en,1.0
+3495 chars,+3495 chars,WORK_OF_ART,,,en,1.0
Sumas Lake,Sumas Lake,FAC,,,en,1.0
Sumas La,Sumas La,FAC,,,en,1.0
Christmas week - ABC30,Christmas week - ABC30,DATE,,,en,1.0
knowLAist,knowLAist,CARDINAL,,,en,1.0
"Wednesday, Dec. 24, 2025","Wednesday, Dec. 24, 2025",DATE,,,en,1.0
+4210 chars,+4210 chars,WORK_OF_ART,,,en,1.0
"109,527","109,527",CARDINAL,,,en,1.0
Victoria's,Victoria's,FAC,,,en,1.0
the previous year,the previous year,DATE,,,en,1.0
MIDLETON,MIDLETON,LAW,,,en,1.0
Wexford Quays,Wexford Quays,FAC,,,en,1.0
Lucky Drive,Lucky Drive,FAC,,,en,1.0
Doomsday Glacier’ Could Flood the Earth,Doomsday Glacier’ Could Flood the Earth,WORK_OF_ART,,,en,1.0
50-Mile,50-Mile,CARDINAL,,,en,1.0
About 300,About 300,CARDINAL,,,en,1.0
years-long,years-long,DATE,,,en,1.0
+1069,+1069,NORP,,,en,1.0
Status Yellow,Status Yellow,LAW,,,en,1.0
FOUR,FOUR,CARDINAL,,,en,1.0
"over 143,000","over 143,000",CARDINAL,,,en,1.0
around 2 feet,around 2 feet,QUANTITY,,,en,1.0
+1050 chars,+1050 chars,WORK_OF_ART,,,en,1.0
+4862,+4862,CARDINAL,,,en,1.0
Severe Weather Leaves Devastation Across Greece:,Severe Weather Leaves Devastation Across Greece:,WORK_OF_ART,,,en,1.0
"Over 100,000","Over 100,000",CARDINAL,,,en,1.0
a mere few hours,a mere few hours,TIME,,,en,1.0
"around 143,000","around 143,000",CARDINAL,,,en,1.0
North African,North African,NORP,,,en,1.0
10 days ago,10 days ago,DATE,,,en,1.0
Canadas,Canadas,NORP,,,en,1.0
Prime Day,Prime Day,DATE,,,en,1.0
+5310,+5310,CARDINAL,,,en,1.0
The Environmental Photographer Of The Year 2021” Have Been Announced (25 Pics,The Environmental Photographer Of The Year 2021” Have Been Announced (25 Pics,WORK_OF_ART,,,en,1.0
209 kms,209 kms,QUANTITY,,,en,1.0
Clontarf Road,Clontarf Road,FAC,,,en,1.0
2033,2033,DATE,,,en,1.0
some 130 miles,some 130 miles,QUANTITY,,,en,1.0
50C,50C,CARDINAL,,,en,1.0
a thousand years,a thousand years,DATE,,,en,1.0
Vandenberg Air Force Base,Vandenberg Air Force Base,FAC,,,en,1.0
Sumas Prairie,Sumas Prairie,FAC,,,en,1.0
289,289,MONEY,,,en,1.0
5080,5080,CARDINAL,,,en,1.0
999,999,MONEY,,,en,1.0
1/31/2026,1/31/2026,DATE,,,en,1.0
The Pursuit of Mastery Big,The Pursuit of Mastery Big,WORK_OF_ART,,,en,1.0
Poulaphouca Reservoir,Poulaphouca Reservoir,PRODUCT,,,en,1.0
the River Liffey,the River Liffey,FAC,,,en,1.0
+3672,+3672,NORP,,,en,1.0
The 2026 World Cup,The 2026 World Cup,EVENT,,,en,1.0
"some 200,000","some 200,000",CARDINAL,,,en,1.0
Monday 9 February,Monday 9 February,DATE,,,en,1.0
several more weeks,several more weeks,DATE,,,en,1.0
Storm Chandra…,Storm Chandra…,PRODUCT,,,en,1.0
$500 Million,$500 Million,MONEY,,,en,1.0
Six Months,Six Months,DATE,,,en,1.0
A.I.-Generated Images of Child Sexual Abuse Are Flooding the Internet,A.I.-Generated Images of Child Sexual Abuse Are Flooding the Internet,WORK_OF_ART,,,en,1.0
"the lies,-damned-lies,-and","the lies,-damned-lies,-and",FAC,,,en,1.0
2010,2010,DATE,,,en,1.0
15271534,15271534,DATE,,,en,1.0
1.5km,1.5km,QUANTITY,,,en,1.0
Intense Rainfall,Intense Rainfall,WORK_OF_ART,,,en,1.0
another wet week,another wet week,DATE,,,en,1.0
9pm tonight,9pm tonight,TIME,,,en,1.0
+1883 chars,+1883 chars,WORK_OF_ART,,,en,1.0
late January 2026,late January 2026,DATE,,,en,1.0
'Intense Rainfall','Intense Rainfall',WORK_OF_ART,,,en,1.0
17 million,17 million,CARDINAL,,,en,1.0
"approximately 4,000","approximately 4,000",CARDINAL,,,en,1.0
Dec. 28,Dec. 28,DATE,,,en,1.0
Redwood Highway,Redwood Highway,FAC,,,en,1.0
late December,late December,DATE,,,en,1.0
about 116,about 116,CARDINAL,,,en,1.0
Feb 2026,Feb 2026,DATE,,,en,1.0
